Message,Category,Priority
BUKAS PO BA ANG CAR WASH?,Logistics,Low
saan may masarap na kainan dito?,Logistics,Low
ang baho naman dito sa tabi ko,Logistics,Low
NEED KO NG EARPHONES NASIRA EH,Logistics,Low
may bukas ba na computer shop?,Logistics,Low
sayang yung schedule ko sa derma,Logistics,Low
need ko ng jewelry cleaner,Logistics,Low
MAY CABLE TV PO BA DITO?,Logistics,Low
saan pwede magpa-manicure?,Logistics,Low
ang sikip naman ng higaan ko,Logistics,Low
BUKAS PO BA ANG PET GROOMING?,Logistics,Low
may nagbebenta ba ng load sa laro?,Logistics,Low
need ko ng branded na damit,Logistics,Low
SAYANG YUNG RESERVATION KO SA RESTO,Logistics,Low
saan pwede magpa-facial?,Logistics,Low
ang tigas ng unan dito,Logistics,Low
NEED KO NG NEW PROFILE PIC,Logistics,Low
may bukas ba na bar?,Logistics,Low
sayang yung niluto kong cake,Logistics,Low
need ko ng perfume ubos na,Logistics,Low
BUKAS PO BA ANG MALL ARCADE?,Logistics,Low
saan pwede tumambay na cool?,Logistics,Low
ang dumi ng sapatos ko kainis,Logistics,Low
NEED KO NG STICKER SA MOTOR,Logistics,Low
may nagbebenta ba ng vape juice?,Logistics,Low
sayang yung date namin,Logistics,Low
need ko ng hair dryer,Logistics,Low
MAY AIRCON BA SA VIP ROOM?,Logistics,Low
saan pwede mag-charge ng speaker?,Logistics,Low
ang init ng tubig na iniinom,Logistics,Low
BUKAS PO BA ANG POOL?,Logistics,Low
may nagtitinda ba ng kpop merch?,Logistics,Low
need ko ng magazine,Logistics,Low
SAYANG YUNG PARTY MAMAYA,Logistics,Low
saan pwede magpa-tato?,Logistics,Low
ang bagal ng data dito,Logistics,Low
NEED KO NG GUITAR STRINGS,Logistics,Low
may bukas ba na karaoke?,Logistics,Low
sayang yung outfit ko,Logistics,Low
need ko ng shades,Logistics,Low
BUKAS PO BA ANG PARK?,Logistics,Low
saan pwede mag-skate?,Logistics,Low
ang pangit ng lasa ng pagkain,Logistics,Low
NEED KO NG POSTER,Logistics,Low
may nagbebenta ba ng laruan?,Logistics,Low
sayang yung load ko expired na,Logistics,Low
need ko ng ballpen na glitters,Logistics,Low
MAY AVAILABLE BA NA SOFA?,Logistics,Low
saan pwede mag-yoga?,Logistics,Low
ang ingay ng radyo nila,Logistics,Low
BUKAS PO BA ANG BOWLING?,Logistics,Low
may nagtitinda ba ng fishball?,Logistics,Low
need ko ng bagong wallet,Logistics,Low
SAYANG YUNG PLANO KO,Logistics,Low
saan pwede mag-billiard?,Logistics,Low
ang layo ng cr kainis,Logistics,Low
NEED KO NG BELT,Logistics,Low
may bukas ba na bakery ng cake?,Logistics,Low
sayang yung tulog ko,Logistics,Low
need ko ng hair clip na cute,Logistics,Low
BUKAS PO BA ANG ZOO?,Logistics,Low
saan pwede mag-basketball?,Logistics,Low
ang init ng ulo ko,Logistics,Low
NEED KO NG CAP,Logistics,Low
may nagbebenta ba ng candy?,Logistics,Low
sayang yung pera ko,Logistics,Low
need ko ng diary,Logistics,Low
MAY TV BA SA LABAS?,Logistics,Low
saan pwede mag-jogging?,Logistics,Low
ang boring dito,Logistics,Low
BUKAS PO BA ANG LIBRARY?,Logistics,Low
may nagtitinda ba ng komiks?,Logistics,Low
need ko ng ribbon,Logistics,Low
SAYANG YUNG GANDA KO,Logistics,Low
saan pwede mag-picture?,Logistics,Low
ang baho ng kanal,Logistics,Low
NEED KO NG FLOWER,Logistics,Low
may bukas ba na gift shop?,Logistics,Low
dumating na ba yung delivery ko galing lazada,Logistics,Low
nasaan na yung grab food driver ko gutom na ako,Logistics,Low
pwede ba magpadeliver ng pizza dito sa evac center,Logistics,Low
traffic ba ang foodpanda ngayon,Logistics,Low
shopee delivery status pending pa rin,Logistics,Low
traffic papuntang mall maglalakad na lang ako,Logistics,Low
late na ako sa date dahil sa traffic,Logistics,Low
trapik sa edsa as usual,Logistics,Low
saan sakayan papuntang cinema,Logistics,Low
mahaba ba pila sa tricycle papuntang bayan,Logistics,Low
ubos na ang battery ng cellphone ko,Logistics,Low
need ko ng supply ng chips pika pika,Logistics,Low
walang stock ng favorite kong softdrinks,Logistics,Low
out of stock ang size ko sa sapatos,Logistics,Low
pahingi ng supply ng load pang text,Logistics,Low
BUMAGSAK ANG TULAY SA TUMANA HINDI NA MADAANAN,Infrastructure,Critical
sumabog ang substation ng meralco sa bayan total blackout,Infrastructure,Critical
PUTOL ANG MAIN PIPE NG MANILA WATER SA KALSADA UMAAPAW ANG TUBIG,Infrastructure,Critical
bumigay ang dike sa marikina river malapit sa provident babahain kami,Infrastructure,Critical
MAY GAS LEAK SA ILALIM NG LUPA SA CONCEPCION AMOY NA AMOY,Infrastructure,Critical
tumba ang tower ng globe sa bundok walang signal sa buong area,Infrastructure,Critical
COLLAPSED MARIKINA BRIDGE STRUCTURAL FAILURE,Infrastructure,Critical
nasira ang riprap sa nangka pumapasok ang tubig sa subdivision,Infrastructure,Critical
sumabog ang transformer sa poste kumalat ang apoy sa kable,Infrastructure,Critical
TOTAL POWER FAILURE SA BUONG BARANGAY WALANG ILAW SA OSPITAL,Infrastructure,Critical
bumagsak ang footbridge sa marcos highway harang sa daan,Infrastructure,Critical
SIRA ANG DAM SA WAHWA NAWAWASAK NA ANG GATE,Infrastructure,Critical
putol ang fiber optic cables ng pldt walang communication lines,Infrastructure,Critical
MAY MALAKING SINKHOLE SA GITNA NG HIGHWAY LUMUBOG ANG KOTSE,Infrastructure,Critical
tumba ang mga poste ng kuryente sa industrial valley parang domino,Infrastructure,Critical
GAS PIPE EXPLOSION SA RESTAURANT ROW SA LILAC,Infrastructure,Critical
bumigay ang retaining wall sa ilog delikado ang mga bahay,Infrastructure,Critical
WALANG TUBIG SA BUONG MARIKINA HEIGHTS SIRA ANG PUMPING STATION,Infrastructure,Critical
nasira ang kalsada sa sss village hindi makapasok ang bumbero,Infrastructure,Critical
CRITICAL DAMAGE SA SEWAGE SYSTEM UMAAPAW ANG DUMI SA KALYE,Infrastructure,Critical
bagsak ang cell site sa bubong ng building walang signal,Infrastructure,Critical
NASIRA ANG MAIN GATE NG SUBDIVISION HINDI MAKALABAS MGA KOTSE,Infrastructure,Critical
sumabog ang lpg storage facility sa parang,Infrastructure,Critical
PUTOL ANG LINYA NG KURYENTE SA EVACUATION CENTER,Infrastructure,Critical
bumigay ang kalsada sa gilid ng ilog nahulog sa tubig,Infrastructure,Critical
MAY NAKATUMBANG HIGH TENSION WIRE SA LUPA NAKAKAMATAY,Infrastructure,Critical
sira ang water district tank sa taas ng bundok,Infrastructure,Critical
COLLAPSED DRAINAGE SYSTEM UMAAPAW ANG BAHA KAHIT WALANG ULAN,Infrastructure,Critical
tumba ang poste ng ilaw sa plaza dumagan sa tao,Infrastructure,Critical
WALANG SIGNAL ANG SMART AT GLOBE ISOLATED KAMI,Infrastructure,Critical
nasira ang tulay sa sto nino delikado tumawid,Infrastructure,Critical
GAS LEAK SA GASOLINAHAN MALAPIT SA SCHOOL,Infrastructure,Critical
bumagsak ang concrete barrier sa highway,Infrastructure,Critical
SIRA ANG GENERATOR NG MUNISIPYO WALANG POWER SA COMMAND CENTER,Infrastructure,Critical
putol ang water supply sa fire hydrant walang tubig pang sunog,Infrastructure,Critical
MAY MALAKING BITAK SA ASPALTO HINDI MAADAANAN NG AMBULANSYA,Infrastructure,Critical
tumba ang traffic lights sa intersection nagkagulo,Infrastructure,Critical
COLLAPSED RETAINING WALL SA SCHOOL GROUND,Infrastructure,Critical
sumabog ang main valve ng tubig pressure sobrang lakas,Infrastructure,Critical
WALANG LANDLINE SA BUONG AREA DISCONNECTED LAHAT,Infrastructure,Critical
nasira ang flood gates sa riverbanks,Infrastructure,Critical
MAY AMOY GAS SA BUONG KALYE DELIKADO MANIGARILYO,Infrastructure,Critical
bumigay ang pundasyon ng tulay sa barangka,Infrastructure,Critical
PUTOL ANG KABLE SA GITNA NG DAAN MAY KURYENTE PA,Infrastructure,Critical
sira ang pumping station sa malanday lubog sa baha,Infrastructure,Critical
CRITICAL FAILURE SA ELECTRICAL GRID NG CITY,Infrastructure,Critical
tumba ang poste sa tapat ng gate namin,Infrastructure,Critical
WALANG TUBIG SA OSPITAL EMERGENCY,Infrastructure,Critical
nasira ang daan papuntang san mateo boundary,Infrastructure,Critical
MAY SINKHOLE SA PARKING LOT NG MALL,Infrastructure,Critical
bumagsak ang skyway ramp connection,Infrastructure,Critical
SIRA ANG WATER TANK NG BARANGAY,Infrastructure,Critical
putol ang linya ng komunikasyon sa pulis,Infrastructure,Critical
MAY GAS LEAK SA FACTORY URGENT,Infrastructure,Critical
tumba ang poste ng telepono nakaharang,Infrastructure,Critical
WALANG KURYENTE SA HEALTH CENTER VACCINE FRIDGE,Infrastructure,Critical
nasira ang kalsada sa lamuan,Infrastructure,Critical
COLLAPSED FOOTBRIDGE SA RIVERBANKS,Infrastructure,Critical
sumabog ang tubo ng tubig sa kanto,Infrastructure,Critical
PUTOL ANG WIRE SA TRANSFORMATOR,Infrastructure,Critical
bumigay ang dike sa calumpang,Infrastructure,Critical
MAY AMOY SULFUR SA HANGIN,Infrastructure,Critical
tumba ang billboard sa highway harang,Infrastructure,Critical
WALANG SIGNAL SA RADYO,Infrastructure,Critical
nasira ang drainage canal,Infrastructure,Critical
CRITICAL ROAD DAMAGE SA FORTUNE,Infrastructure,Critical
sumabog ang fuse box sa poste,Infrastructure,Critical
PUTOL ANG SUPPLY NG TUBIG,Infrastructure,Critical
bumagsak ang pader ng ilog,Infrastructure,Critical
MAY GAS LEAK SA KITCHEN AREA,Infrastructure,Critical
tumba ang street light,Infrastructure,Critical
WALANG POWER SA STREETS,Infrastructure,Critical
nasira ang tulay na kahoy,Infrastructure,Critical
COLLAPSED SEWER LINE,Infrastructure,Critical
sumabog ang manhole cover,Infrastructure,Critical
PUTOL ANG CABLE TV LINES,Infrastructure,Critical
bumigay ang riprap sa creek,Infrastructure,Critical
MAY SINKHOLE SA SIDEWALK,Infrastructure,Critical
tumba ang signage ng kalsada,Infrastructure,Critical
WALANG TUBIG SA PALENGKE,Infrastructure,Critical
nasira ang main road,Infrastructure,Critical
CRITICAL BRIDGE DAMAGE,Infrastructure,Critical
sumabog ang electrical box,Infrastructure,Critical
PUTOL ANG TELEPHONE LINE,Infrastructure,Critical
bumagsak ang waiting shed,Infrastructure,Critical
MAY GAS LEAK SA KALYE,Infrastructure,Critical
tumba ang poste ng cctv,Infrastructure,Critical
WALANG SIGNAL SA PHONE,Infrastructure,Critical
nasira ang water pipe,Infrastructure,Critical
COLLAPSED DRAINAGE,Infrastructure,Critical
sumabog ang transformer,Infrastructure,Critical
PUTOL ANG KURYENTE,Infrastructure,Critical
bumigay ang daan,Infrastructure,Critical
MAY SINKHOLE,Infrastructure,Critical
tumba poste,Infrastructure,Critical
WALANG TUBIG,Infrastructure,Critical
nasira kalsada,Infrastructure,Critical
CRITICAL DAM,Infrastructure,Critical
sumabog tubo,Infrastructure,Critical
PUTOL WIRE,Infrastructure,Critical
bumagsak tulay,Infrastructure,Critical
Nakatagilid na ang poste ng meralco sa tapat namin baka bumagsak,Infrastructure,High
may malaking crack sa kalsada sa provident mahirap dumaan,Infrastructure,High
bumababa ang pressure ng tubig sa gripo paubos na,Infrastructure,High
SPARKING TRANSFORMER SA MAY POSTE UMUUSOK,Infrastructure,High
nakalaylay ang mga kable ng kuryente sa kalsada delikado,Infrastructure,High
may butas sa kalsada lumalabas ang tubig galing sa tubo,Infrastructure,High
SIRA ANG TRAFFIC LIGHT SA BAYAN NAGKABUHOL BUHOL,Infrastructure,High
mahina ang signal ng globe hindi makatawag,Infrastructure,High
barado ang drainage sa kanto umaapaw ang itim na tubig,Infrastructure,High
NAKA-LEAN ANG CELL TOWER SA BUBONG NG KAPITBAHAY,Infrastructure,High
may bitak ang dike sa ilog kailangan ma-check,Infrastructure,High
walang internet connection pldt down,Infrastructure,High
SUMINGAW ANG VALVE NG TUBIG SA SIDEWALK,Infrastructure,High
nakatagilid ang poste ng ilaw sa park,Infrastructure,High
may debris sa gitna ng marcos highway delikado sa gulong,Infrastructure,High
UNSTABLE BRIDGE FOUNDATION SA TUMANA PERO NAKAKATAWID PA MOTOR,Infrastructure,High
kumukurap ang kuryente bago nawala,Infrastructure,High
may crack sa concrete barrier ng kalsada,Infrastructure,High
LEAKING GAS TANK SA BAHAY INILABAS NA NAMIN,Infrastructure,High
nasira ang takip ng manhole delikado sa sasakyan,Infrastructure,High
bumigay ang lupa sa gilid ng kalsada erosion,Infrastructure,High
INTERMITTENT POWER SUPPLY PATAY SINDI,Infrastructure,High
may nakabarang puno sa kanal baka bumaha,Infrastructure,High
sira ang street lights sa buong subdivision madilim,Infrastructure,High
LOW WATER PRESSURE SA 2ND FLOOR,Infrastructure,High
nakalaylay ang fiber cable sa daan,Infrastructure,High
may bitak sa aspalto malalim,Infrastructure,High
SPARKING WIRES SA SIDING NG BAHAY,Infrastructure,High
barado ang imburnal umaamoy,Infrastructure,High
NAKATAGILID ANG FENCE NG SCHOOL,Infrastructure,High
walang data signal edge lang,Infrastructure,High
sumingaw ang pipe sa banyo,Infrastructure,High
UNSTABLE GROUND SA TABI NG ILOG,Infrastructure,High
may debris ng semento sa kalye,Infrastructure,High
LEAKING HYDRANT SAYANG TUBIG,Infrastructure,High
nasira ang railings ng tulay,Infrastructure,High
bumigay ang sidewalk tiles,Infrastructure,High
FLICKERING LIGHTS SA POSTE,Infrastructure,High
may nakabarang basura sa creek,Infrastructure,High
sira ang pedestrian lane paint,Infrastructure,High
LOW VOLTAGE ATA HINDI GUMAGANA REF,Infrastructure,High
nakalaylay ang kable ng telepono,Infrastructure,High
may bitak sa pader ng dike,Infrastructure,High
SPARKING OUTLET SA OFFICE,Infrastructure,High
barado ang lababo sa center,Infrastructure,High
NAKATAGILID ANG SIGNAGE,Infrastructure,High
walang signal sa loob ng bahay,Infrastructure,High
sumingaw ang tangke ng tubig,Infrastructure,High
UNSTABLE SOIL SA BUNDOK,Infrastructure,High
may debris galing sa billboard,Infrastructure,High
LEAKING PIPE SA GARDEN,Infrastructure,High
nasira ang speed bump,Infrastructure,High
bumigay ang shoulder ng daan,Infrastructure,High
DAMAGED ELECTRICAL BOX SA KALYE,Infrastructure,High
may nakabarang sanga sa wires,Infrastructure,High
sira ang cctv ng barangay,Infrastructure,High
LOW SIGNAL STRENGTH,Infrastructure,High
nakalaylay ang internet cable,Infrastructure,High
may bitak sa semento sa labas,Infrastructure,High
SPARKING FUSE,Infrastructure,High
barado ang toilet sa evac,Infrastructure,High
NAKATAGILID ANG LAMP POST,Infrastructure,High
walang dial tone landline,Infrastructure,High
sumingaw ang gasul,Infrastructure,High
UNSTABLE ROAD SURFACE,Infrastructure,High
may debris na bubog sa daan,Infrastructure,High
LEAKING FAUCET SA PUBLIC CR,Infrastructure,High
nasira ang gutter,Infrastructure,High
bumigay ang lupa sa park,Infrastructure,High
DAMAGED POLE,Infrastructure,High
may nakabarang bato sa daan,Infrastructure,High
sira ang sensor ng gate,Infrastructure,High
WEAK SIGNAL,Infrastructure,High
nakalaylay wire,Infrastructure,High
may bitak daan,Infrastructure,High
SPARKS SA POSTE,Infrastructure,High
barado kanal,Infrastructure,High
NAKATAGILID POSTE,Infrastructure,High
walang net,Infrastructure,High
sumingaw tubig,Infrastructure,High
UNSTABLE LUPA,Infrastructure,High
may debris,Infrastructure,High
LEAKING PIPE,Infrastructure,High
nasira railings,Infrastructure,High
bumigay lupa,Infrastructure,High
DAMAGED WIRE,Infrastructure,High
barado pipe,Infrastructure,High
sira ilaw,Infrastructure,High
LOW PRESSURE,Infrastructure,High
nakalaylay,Infrastructure,High
may crack,Infrastructure,High
SPARKING,Infrastructure,High
barado,Infrastructure,High
TAGILID,Infrastructure,High
walang signal,Infrastructure,High
leaking,Infrastructure,High
unstable,Infrastructure,High
debris,Infrastructure,High
damaged,Infrastructure,High
bumigay,Infrastructure,High
Mabagal ang internet connection sobra,Infrastructure,Medium
patay sindi ang ilaw sa kalye,Infrastructure,Medium
may maliit na butas sa kalsada lubak,Infrastructure,Medium
MAHINA ANG TUBIG SA GRIPO,Infrastructure,Medium
garalgal ang linya ng telepono,Infrastructure,Medium
may humaharang na sanga sa daan,Infrastructure,Medium
MEDYO MADILIM SA KALSADA SIRA ILANG ILAW,Infrastructure,Medium
intermittent signal minsan meron minsan wala,Infrastructure,Medium
may tumutulong tubig sa tubo sa labas,Infrastructure,Medium
MAINGAY ANG TRANSFORMER PERO MAY KURYENTE,Infrastructure,Medium
medyo bitak ang sidewalk pero nalalakaran,Infrastructure,Medium
mabagal ang data loading,Infrastructure,Medium
FLICKERING LIGHTS SA BAHAY,Infrastructure,Medium
may lubak sa harap ng gate,Infrastructure,Medium
mahina ang pressure ng shower,Infrastructure,Medium
STATIC SA RADYO,Infrastructure,Medium
may nakatambak na lupa sa gilid ng daan,Infrastructure,Medium
medyo tagilid ang sign post,Infrastructure,Medium
SLOW BROWSING SPEED,Infrastructure,Medium
patay sindi ang street light,Infrastructure,Medium
may maliit na crack sa kalsada,Infrastructure,Medium
MAHINA TUBIG SA UMAGA,Infrastructure,Medium
choppy ang tawag sa cellphone,Infrastructure,Medium
may sagabal sa sidewalk,Infrastructure,Medium
MEDYO SIRA ANG BAKOD NG PARK,Infrastructure,Medium
fluctuating voltage,Infrastructure,Medium
may tumutulo sa gripo sa park,Infrastructure,Medium
MAINGAY ANG GENERATOR NG KAPITBAHAY,Infrastructure,Medium
medyo bitak ang gutter,Infrastructure,Medium
mabagal ang upload,Infrastructure,Medium
FLICKERING BULB,Infrastructure,Medium
may lubak sa driveway,Infrastructure,Medium
mahina ang flush ng inidoro,Infrastructure,Medium
NOISY LINE,Infrastructure,Medium
may nakatambak na buhangin,Infrastructure,Medium
medyo tagilid ang basurahan,Infrastructure,Medium
SLOW CONNECTION,Infrastructure,Medium
patay sindi ilaw,Infrastructure,Medium
may maliit na butas aspalto,Infrastructure,Medium
MAHINA FLOW NG TUBIG,Infrastructure,Medium
dropped calls madalas,Infrastructure,Medium
may sagabal sa daan,Infrastructure,Medium
MEDYO SIRA ANG BENCH SA PLAZA,Infrastructure,Medium
fluctuating lights,Infrastructure,Medium
may tumutulo sa hose,Infrastructure,Medium
MAINGAY NA MAKINA,Infrastructure,Medium
medyo bitak ang tiles sa labas,Infrastructure,Medium
mabagal ang download,Infrastructure,Medium
FLICKERING SCREEN,Infrastructure,Medium
may lubak sa parking,Infrastructure,Medium
mahina ang bidet,Infrastructure,Medium
BAD RECEPTION,Infrastructure,Medium
may nakatambak na gamit,Infrastructure,Medium
medyo tagilid ang paso,Infrastructure,Medium
SLOW INTERNET,Infrastructure,Medium
patay sindi signal,Infrastructure,Medium
may maliit na crack semento,Infrastructure,Medium
MAHINA PRESSURE,Infrastructure,Medium
unclear voice call,Infrastructure,Medium
may sagabal sa gate,Infrastructure,Medium
MEDYO SIRA ANG GRIPO,Infrastructure,Medium
fluctuating power,Infrastructure,Medium
may tumutulo sa pipe,Infrastructure,Medium
MAINGAY NA FAN,Infrastructure,Medium
medyo bitak ang pader sa labas,Infrastructure,Medium
mabagal ang wifi,Infrastructure,Medium
FLICKERING LED,Infrastructure,Medium
may lubak sa kalye,Infrastructure,Medium
mahina tubig,Infrastructure,Medium
BAD SIGNAL,Infrastructure,Medium
may nakatambak,Infrastructure,Medium
medyo tagilid,Infrastructure,Medium
SLOW DATA,Infrastructure,Medium
patay sindi,Infrastructure,Medium
crack sa daan,Infrastructure,Medium
MAHINA AGOS,Infrastructure,Medium
choppy call,Infrastructure,Medium
sagabal,Infrastructure,Medium
SIRA KONTI,Infrastructure,Medium
fluctuating,Infrastructure,Medium
tumutulo,Infrastructure,Medium
MAINGAY,Infrastructure,Medium
bitak,Infrastructure,Medium
mabagal,Infrastructure,Medium
FLICKERING,Infrastructure,Medium
lubak,Infrastructure,Medium
mahina,Infrastructure,Medium
BAD LINE,Infrastructure,Medium
nakatambak,Infrastructure,Medium
tagilid,Infrastructure,Medium
SLOW,Infrastructure,Medium
intermittent,Infrastructure,Medium
crack,Infrastructure,Medium
MAHINA,Infrastructure,Medium
choppy,Infrastructure,Medium
blocking,Infrastructure,Medium
SIRA,Infrastructure,Medium
voltage,Infrastructure,Medium
drip,Infrastructure,Medium
Kailan po babalik ang kuryente sa amin?,Infrastructure,Low
bakit ang taas ng bill ko sa meralco?,Infrastructure,Low
may schedule ba ng water interruption?,Infrastructure,Low
ANO PO PASSWORD NG WIFI NG BAYAN?,Infrastructure,Low
sana magkaroon na ng internet bored na ako,Infrastructure,Low
bakit walang channel ang tv ko?,Infrastructure,Low
KAILAN AAYUSIN ANG POSTE?,Infrastructure,Low
magkano po magpakabit ng linya?,Infrastructure,Low
may bayad ba ang tubig sa rasyon?,Infrastructure,Low
ANO PO CUSTOMER SERVICE NG PLDT?,Infrastructure,Low
sana hindi maputulan ng kuryente,Infrastructure,Low
bakit ang bagal ng youtube?,Infrastructure,Low
KAILAN BABALIK ANG CABLE?,Infrastructure,Low
magkano ang diesel ngayon?,Infrastructure,Low
may rebate ba sa bill?,Infrastructure,Low
ANO PO NUMBER NG MANILA WATER?,Infrastructure,Low
sana may signal na mamaya,Infrastructure,Low
bakit walang dial tone?,Infrastructure,Low
KAILAN MATATAPOS ANG REPAIR?,Infrastructure,Low
magkano pa-load ng data?,Infrastructure,Low
may advisory ba ang globe?,Infrastructure,Low
ANO PO FREQUENCY NG RADYO?,Infrastructure,Low
sana may kuryente na sa pasko,Infrastructure,Low
bakit ang hina ng tubig sa gripo?,Infrastructure,Low
KAILAN MAGKAKATUBIG ULIT?,Infrastructure,Low
magkano ang gasul ngayon?,Infrastructure,Low
may maintenance ba ngayon?,Infrastructure,Low
ANO PO WEBSITE NG MERALCO?,Infrastructure,Low
sana hindi bumaha ulit,Infrastructure,Low
bakit patay sindi ang ilaw?,Infrastructure,Low
KAILAN AALISIN ANG DEBRIS?,Infrastructure,Low
magkano ang generator?,Infrastructure,Low
may discount ba sa senior?,Infrastructure,Low
ANO PO HOTLINE NG BAYAN?,Infrastructure,Low
sana maayos na ang daan,Infrastructure,Low
bakit walang signal sa kwarto?,Infrastructure,Low
KAILAN BUBUKSAN ANG TULAY?,Infrastructure,Low
magkano ang pamasahe?,Infrastructure,Low
may free wifi ba dito?,Infrastructure,Low
ANO PO PASSWORD DITO?,Infrastructure,Low
sana may tubig na pang ligo,Infrastructure,Low
bakit ang dumi ng tubig?,Infrastructure,Low
KAILAN MAGKAKASIGNAL?,Infrastructure,Low
magkano ang power bank?,Infrastructure,Low
may load station ba malapit?,Infrastructure,Low
ANO PO NETWORK NYO?,Infrastructure,Low
sana hindi lowbat,Infrastructure,Low
bakit ayaw gumana ng data?,Infrastructure,Low
KAILAN PO BALIK NG ILAW?,Infrastructure,Low
magkano ang baterya?,Infrastructure,Low
may solar panel ba kayo?,Infrastructure,Low
ANO PO ORAS NG RASYON?,Infrastructure,Low
sana may masakyan,Infrastructure,Low
bakit sira ang kalsada?,Infrastructure,Low
KAILAN PO AAYOS?,Infrastructure,Low
magkano ang tubig?,Infrastructure,Low
may linya ba ng telepono?,Infrastructure,Low
ANO PO CHANNEL NG BALITA?,Infrastructure,Low
sana makatawag na,Infrastructure,Low
bakit walang net?,Infrastructure,Low
KAILAN PO MAGKAKA-ILAW?,Infrastructure,Low
magkano ang sim card?,Infrastructure,Low
may promo ba sa load?,Infrastructure,Low
ANO PO AREA CODE?,Infrastructure,Low
sana may update na,Infrastructure,Low
bakit ang bagal?,Infrastructure,Low
KAILAN PO RECONNECTION?,Infrastructure,Low
magkano ang bill?,Infrastructure,Low
may maintenance ba?,Infrastructure,Low
ANO PO ADVISORY?,Infrastructure,Low
sana okay na,Infrastructure,Low
bakit nawala?,Infrastructure,Low
KAILAN PO BALIK?,Infrastructure,Low
magkano bayad?,Infrastructure,Low
may signal ba?,Infrastructure,Low
ANO PO NUMBER?,Infrastructure,Low
sana mabilis,Infrastructure,Low
bakit ganito?,Infrastructure,Low
KAILAN PO?,Infrastructure,Low
magkano po?,Infrastructure,Low
may wifi ba?,Infrastructure,Low
ANO PO?,Infrastructure,Low
sana maayos,Infrastructure,Low
bakit sira?,Infrastructure,Low
KAILAN?,Infrastructure,Low
magkano?,Infrastructure,Low
may tubig?,Infrastructure,Low
ANO?,Infrastructure,Low
sana,Infrastructure,Low
bakit,Infrastructure,Low
kailan,Infrastructure,Low
magkano,Infrastructure,Low
meron ba,Infrastructure,Low
ano,Infrastructure,Low
sana all,Infrastructure,Low
bakit wala,Infrastructure,Low
kailan balik,Infrastructure,Low
magkano bill,Infrastructure,Low
may net ba,Infrastructure,Low
brownout lang po dito walang kuryente pero safe naman kami,Infrastructure,Low
nawalan ng kuryente dahil sa ulan,Infrastructure,Low
wala kaming ilaw brownout ata sa buong barangay,Infrastructure,Low
report ko lang po na walang kuryente sa area namin,Infrastructure,Low
brownout schedule po ba ngayon,Infrastructure,Low
namatay yung ilaw brownout yata,Infrastructure,Low
walang kuryente sa bahay namin paki check,Infrastructure,Low
power interruption lang po ba ito,Infrastructure,Low
nawalan ng power ang subdivision,Infrastructure,Low
patay ang ilaw sa poste brownout,Infrastructure,Low
mataas ang bill namin sa kuryente,Infrastructure,Low
nagbabayad lang po ng kuryente,Infrastructure,Low
paki-check yung metro ng kuryente,Infrastructure,Low
wala pa ring kuryente kanina pa,Infrastructure,Low
bumalik na ba ang kuryente sa bayan,Infrastructure,Low
saan magbabayad ng kuryente,Infrastructure,Low
pahingi ng update sa kuryente restoration,Infrastructure,Low
sira ang linya ng kuryente sa labas,Infrastructure,Low
wala kaming connection ng kuryente,Infrastructure,Low
pinutulan kami ng kuryente dahil di nakabayad,Infrastructure,Low
TULONG NASA BUBONG NA KAMI SA TUMANA LAGPAS TAO NA ANG BAHA,Flood,Critical
umaapaw na ang marikina river breach na ang dike sa provident,Flood,Critical
ANOD NA YUNG KAPITBAHAY NAMIN PLEASE SEND RESCUE BOAT,Flood,Critical
lampas 2nd floor na ang tubig dito sa malanday trapped kami,Flood,Critical
MAY NABUTAS NA DAM RAGASA ANG TUBIG SA NANGKA,Flood,Critical
saklolo naanod yung bata sa baha hindi namin maabot,Flood,Critical
STRANDED SA BUBONG 10 KAMI DITO MAY SANGGOL,Flood,Critical
grabe ang current ng tubig natatangay na ang mga sasakyan,Flood,Critical
HINDI NA KAMI MAKALABAS NG BAHAY LAMPAS TAO NA SA SALA,Flood,Critical
tulong po gumuho ang pader ng ilog pasok na tubig sa subdivision,Flood,Critical
CURRENT IS TOO STRONG HINDI KAYA NG BANGKA NEED HELICOPTER,Flood,Critical
na-trap kami sa attic tumataas pa rin ang tubig,Flood,Critical
LUBOG NA ANG BUONG ONE STOREY NAMIN WALA KAMI MATAGUAN,Flood,Critical
may nakita akong naanod na tao sa ilog buhay pa tulong,Flood,Critical
SWEEPING AWAY HOUSES SA TABI NG ILOG SA CALUMPANG,Flood,Critical
tulong po nasa taas kami ng poste ng kuryente,Flood,Critical
RISING RAPIDLY ANG TUBIG DAHIL SA DAM DAMAGE,Flood,Critical
wala na kaming matayuan sa bubong inaabot na kami,Flood,Critical
FLOOD LEVEL 3RD ALARM CRITICAL EVACUATION FAILED,Flood,Critical
naanod ang rescue boat kailangan ng backup agad,Flood,Critical
TULONG PO PINA PASOK NG TUBIG ANG 3RD FLOOR,Flood,Critical
rumaragasa ang tubig galing bundok may kasamang troso,Flood,Critical
TRAPPED SA LOOB NG KOTSE LUMULUTANG NA KAMI,Flood,Critical
tulong po may nalulunod na matanda sa kanto,Flood,Critical
WATER LEVEL 20 METERS NA SA MARIKINA BRIDGE,Flood,Critical
hindi kami marunong lumangoy aabutin na kami,Flood,Critical
